UserIdentifier,UserBrowser,D01,D02,D03,D04,D05,D06,D07
bcc01d9d5a252759f37428d0dcbc36e3,Chrome 78.0.3904.108 (Mobile),K,1953.0,3.0,4.0,5.0,5.0,3.0
12d853f8ba9fe2c114b7cb00cdd89253,Chrome 71.0.3578.141 (Mobile),M,2003.0,1.0,3.0,3.0,6.0,3.0
4b1e81633ce280a225498d5774f8950c,Firefox 69.0 (Desktop),K,2000.0,3.0,3.0,1.0,7.0,3.0
95a225f98bfa0acadc002da15d16b32f,Chrome 78.0.3904.108 (Mobile),K,1979.0,4.0,2.0,2.0,7.0,2.0
b452b360dbd9901b36a8a225ecc820e1,Chrome 79.0.3945.88 (Desktop),K,1992.0,3.0,6.0,5.0,1.0,1.0
927875ce9c7d3087d259a441f6f12c46,Firefox 70.0 (Desktop),K,1975.0,4.0,2.0,1.0,7.0,4.0
0893502abefb9a548750fa4a68caaec7,Chrome 78.0.3904.108 (Mobile),K,1973.0,3.0,2.0,3.0,7.0,4.0
fb94870ac7b1ef0169bb2fb77f05f6bd,Chrome 79.0.3945.88 (Desktop),K,1998.0,4.0,2.0,3.0,7.0,4.0
da73fff963273c51b4ad216884427475,Chrome 78.0.3904.108 (Mobile),K,1985.0,3.0,2.0,1.0,7.0,5.0
0f403ee974ae0986080871267ad60dc9,Chrome 79.0.3945.79 (Desktop),K,1971.0,4.0,1.0,4.0,7.0,2.0
784ed0ce9065a3cb063be41b96dc0d73,Chrome 78.0.3904.108 (Desktop),K,1954.0,3.0,4.0,4.0,1.0,5.0
1aa9b40a40774f272657a3f3667feaf9,Chrome 66.0.3359.126 (Mobile),K,1980.0,4.0,2.0,3.0,5.0,4.0
02d3152b5ad30b913aa995dccbeb3697,Chrome 80.0.3987.87 (Mobile),M,1993.0,3.0,2.0,3.0,7.0,2.0
feb77dfbc65fb7ed3b8b5686572f7c34,Chrome 80.0.3987.100 (Desktop),K,1964.0,4.0,1.0,4.0,5.0,3.0
eb448c23a9081101e235b2f7de18a5dc,Chrome 71.0.3578.99 (Mobile),K,1957.0,4.0,4.0,1.0,7.0,6.0
dacefa9b32d74bd21b66f7c7056bd548,Chrome 78.0.3904.108 (Mobile),M,1952.0,3.0,4.0,3.0,4.0,3.0
ae9bcc0b96689a796babc22c9045e791,Chrome 78.0.3904.108 (Desktop),M,1985.0,3.0,2.0,1.0,8.0,6.0
f6d1a752b23910e5849a194233d4350f,Chrome 76.0.3809.89 (Mobile),K,1983.0,3.0,4.0,4.0,7.0,1.0
76065a5cdab190271a6bc016fe71a412,Chrome 79.0.3945.130 (Desktop),M,1997.0,4.0,2.0,5.0,4.0,4.0
a2f552ee5f87e00f930ab13aa39b4d8d,Chrome 78.0.3904.108 (Desktop),M,1970.0,4.0,2.0,3.0,7.0,4.0
7709b5932c8a61f84d126283e34f3fbe,Chrome 71.0.3578.99 (Mobile),K,1983.0,3.0,5.0,1.0,8.0,5.0
204080f61f78cd7df54b9a29c90b09e4,Chrome 80.0.3987.87 (Desktop),M,1982.0,3.0,1.0,1.0,7.0,4.0
c7fe21f0e4f9bf32c1c70a19b9dad994,Chrome 78.0.3904.108 (Mobile),M,1987.0,3.0,2.0,3.0,6.0,3.0
d56ef3fe30ac336f5fc15b7dbe93d8d6,Safari 604.1 (Mobile),M,1960.0,4.0,1.0,4.0,7.0,2.0
0989cdb0328f3e67fb1aa868a40d6e73,Chrome 77.0.3865.120 (Desktop),M,1944.0,4.0,4.0,1.0,7.0,2.0
c84e93e811adfa031ae4254dddb797f5,Firefox 52.0 (Desktop),K,1948.0,3.0,4.0,2.0,2.0,1.0
41e95823dc611b26356060c95140a0f5,Chrome 79.0.3945.130 (Desktop),M,1958.0,3.0,4.0,3.0,2.0,1.0
be7719741939fef6a6b5a81d531200c0,Chrome 79.0.3945.130 (Desktop),M,1966.0,3.0,2.0,5.0,6.0,2.0
9e1e1c8033eb6b4754cb976e94d7b741,Firefox 72.0 (Desktop),K,1962.0,4.0,1.0,5.0,3.0,2.0
5b215539b825028a9b9c75132867db7c,Firefox 70.0 (Desktop),K,1955.0,3.0,4.0,1.0,7.0,3.0
9dfd8e39be7e17678af26b9041f8231e,Chrome 72.0.3626.121 (Mobile),K,1986.0,3.0,6.0,4.0,6.0,4.0
e8141563716cfb223e62d0a9aaa46ce1,Chrome 79.0.3945.130 (Desktop),K,1970.0,2.0,2.0,1.0,4.0,5.0
a9b976d8cc9ebbd0c26e709f88b89032,Firefox 71.0 (Desktop),K,1953.0,3.0,4.0,4.0,1.0,1.0
050565d2b024137a2ad89fadbad3ad70,Chrome 79.0.3945.79 (Desktop),K,1973.0,3.0,2.0,3.0,6.0,1.0
26f5a65c9b81ecdb002e5f8a538f9658,Chrome 78.0.3904.108 (Mobile),K,1984.0,3.0,5.0,1.0,7.0,4.0
f9aea4e32a78ef1b3d5ad6f9db2c0286,Chrome 75.0.3770.145 (Desktop),M,1990.0,4.0,2.0,2.0,5.0,3.0
f0cf99bc284cfb8d37452c60a754f9df,Chrome 71.0.3578.99 (Mobile),K,1991.0,3.0,7.0,1.0,7.0,2.0
c9ca2281b9bd7fddb8a15b454d43f469,Chrome 79.0.3945.136 (Mobile),K,1984.0,4.0,2.0,3.0,7.0,3.0
388fb37862d97d6caccb59d4c3cd594e,Chrome 77.0.3865.92 (Mobile),K,1992.0,4.0,2.0,5.0,5.0,2.0
3b48cdb10ab90d9d38119f3ee4fd851f,Chrome 71.0.3578.99 (Mobile),K,1904.0,1.0,5.0,1.0,3.0,4.0
c9fcd343376882dba3bc784c751d7890,Firefox 71.0 (Desktop),M,1982.0,4.0,2.0,2.0,8.0,5.0
d520ff8c8a6afe5c20aac24eb930f914,Chrome 74.0.3729.108 (Desktop),M,1960.0,4.0,2.0,4.0,9.0,3.0
81214e605bcc1e7b48276cb4c3c98961,Chrome 75.0.3770.89 (Mobile),K,1991.0,3.0,2.0,1.0,8.0,5.0
02a32bebbbea9bde2f38af31f2867ac3,Firefox 72.0 (Desktop),M,1980.0,4.0,2.0,4.0,7.0,3.0
3f8072d050550187e943b523fde286b3,Chrome 78.0.3904.108 (Mobile),K,1992.0,4.0,2.0,4.0,7.0,4.0
944f55fece6e4f19a8424b4ee235dec2,Chrome 71.0.3578.99 (Mobile),K,2000.0,3.0,3.0,3.0,8.0,6.0
70e6bcf3b5f4228bd73c6a23a742aacf,Chrome 79.0.3945.88 (Desktop),K,2000.0,1.0,7.0,2.0,3.0,3.0
ca3b5e400810496edcacdd2bb5c36c9a,Chrome 71.0.3578.99 (Mobile),K,1981.0,4.0,5.0,1.0,7.0,5.0
eef2cecf61c8c03380df54a329e27594,Chrome 80.0.3987.87 (Desktop),M,1967.0,2.0,2.0,4.0,5.0,2.0
6b30c948574a9eeed7fbf9a40d348857,Chrome 78.0.3904.108 (Desktop),M,1996.0,4.0,3.0,5.0,5.0,2.0
743066f7690f7c6962bfe50681f1a3e7,Firefox 72.0 (Desktop),M,1987.0,5.0,2.0,5.0,8.0,2.0
e6f24af421da8901edae04ee8d10b21b,Chrome 78.0.3904.108 (Desktop),K,1971.0,4.0,2.0,3.0,7.0,4.0
a70b431a1f2fc92f04c640f7ebc2abc1,Chrome 80.0.3987.87 (Mobile),M,1997.0,3.0,3.0,5.0,9.0,2.0
95e55a56335c2dbae3b1130399165487,Chrome 79.0.3945.79 (Desktop),K,2000.0,3.0,6.0,4.0,4.0,4.0
81ecb72729e9bd690cefe150624c066f,Chrome 79.0.3945.130 (Desktop),K,1973.0,2.0,7.0,1.0,3.0,5.0
d34b3a8713c70c7f63451da3e315198a,Firefox 71.0 (Desktop),M,1964.0,3.0,4.0,2.0,6.0,3.0
6bec8411366c56d4eb2b36f38a244e8b,Chrome 78.0.3904.108 (Mobile),K,1986.0,4.0,2.0,4.0,6.0,4.0
5d9bc79e56e05058383e8c0f5b2631ab,Chrome 79.0.3945.130 (Desktop),M,1994.0,1.0,2.0,1.0,1.0,1.0
358db9ac899f7772e13ef0e7a7286e79,Chrome 78.0.3904.108 (Desktop),K,1981.0,4.0,2.0,3.0,6.0,2.0
f514538ac256c01ecff4b63a89708b81,Chrome 78.0.3904.108 (Mobile),M,1992.0,4.0,2.0,1.0,6.0,5.0
73af1c3a02b2d0db81655005c6868bfb,Chrome 80.0.3987.106 (Desktop),K,2000.0,3.0,3.0,5.0,7.0,3.0
022b0f7569a10c48fea2d08eaa11e2ed,Chrome 79.0.3945.136 (Mobile),K,1981.0,3.0,2.0,1.0,7.0,3.0
1a4f9cc2d27c0cfea965d620bbbe13e3,Chrome 78.0.3904.108 (Desktop),M,1961.0,2.0,1.0,1.0,5.0,2.0
53c9b4d8dd24aec4530cc2d3eb252db7,Chrome 78.0.3904.108 (Mobile),K,1994.0,2.0,2.0,3.0,7.0,3.0
e51c594b6ea0c2754e80396109edf06f,Chrome 80.0.3987.117 (Mobile),K,1903.0,1.0,6.0,1.0,7.0,5.0
02a32bebbbea9bde2f38af31f2867ac3,Firefox 72.0 (Desktop),M,1980.0,4.0,2.0,4.0,7.0,3.0
55d5a943de023171a20c8456cce0fc96,Chrome 77.0.3865.90 (Desktop),K,1974.0,4.0,2.0,3.0,8.0,3.0
b0cd765eb6bf3544baef992da5bfab34,Chrome 79.0.3945.79 (Mobile),K,1987.0,4.0,6.0,4.0,6.0,2.0
72a4e6c0dc681847b193005e1a38bc49,Chrome 78.0.3904.108 (Desktop),K,1985.0,4.0,1.0,5.0,7.0,2.0
5b8e2897676e6e4b65fc8c7164f2acc5,Chrome 79.0.3945.117 (Desktop),M,1955.0,4.0,4.0,1.0,3.0,2.0
29823c067a8910f0e812ffcc4507fead,Edge 18.17763 (Desktop),M,1964.0,3.0,1.0,3.0,8.0,4.0
3f7b1ce9c3f6150aa07f6c876a4055a0,Chrome 61.0.3163.128 (Mobile),K,1993.0,3.0,2.0,1.0,9.0,2.0
a7df8f266cfc4f7f10aed34c30076ef9,Opera 65.0.3467.62 (Desktop),K,1979.0,4.0,2.0,5.0,8.0,3.0
bcc6d02f9df53be5127b3936255318cd,Chrome 78.0.3904.108 (Mobile),K,1987.0,4.0,5.0,2.0,6.0,3.0
58d752fcf6ade6f41f1bd344d229d80f,Chrome 80.0.3987.87 (Desktop),M,2004.0,1.0,7.0,1.0,3.0,3.0
55cb7377abca0d067735e59e3f24c0e6,Opera 65.0.3467.62 (Desktop),K,1954.0,3.0,4.0,2.0,5.0,3.0
84e3d9c61f5a8210f30d47ad013ac549,Opera 65.0.3467.62 (Desktop),K,1968.0,3.0,2.0,1.0,9.0,3.0
d80964666f380f794601144a92592e3e,Chrome 71.0.3578.99 (Mobile),K,1968.0,4.0,2.0,2.0,7.0,1.0
5be728fee2ea0664cd10b88add40aff0,Firefox 71.0 (Desktop),M,1984.0,4.0,2.0,4.0,7.0,3.0
37d8d3c2c637ef2c4d35c1a155481d1e,Chrome 67.0.3396.87 (Mobile),K,1992.0,3.0,2.0,1.0,5.0,3.0
0d5ef8d2c0462d5c6d72ffc25518172a,Opera 65.0.3467.78 (Desktop),K,1996.0,4.0,2.0,5.0,7.0,4.0
45bc2257b58bf91385a612c4e40a2694,Chrome 79.0.3945.130 (Desktop),K,1971.0,2.0,2.0,3.0,4.0,2.0
ea1a569f0e4ee2a06a540f4b4769b292,Chrome 79.0.3945.79 (Mobile),K,1986.0,3.0,2.0,3.0,6.0,2.0
26acd640e44122f395f43dad1597d767,Firefox 71.0 (Desktop),K,1992.0,4.0,2.0,2.0,5.0,6.0
f7c58df97a719a1bb5756ed910a4e354,Chrome 78.0.3904.108 (Desktop),K,1996.0,4.0,2.0,1.0,6.0,6.0
aab83401875933892a824d7fbaa0f38f,Chrome 77.0.3865.90 (Desktop),M,1972.0,4.0,2.0,5.0,7.0,4.0
a6b98b726f481eface6b8a63df19b4cc,Firefox 52.0 (Desktop),K,1972.0,4.0,2.0,4.0,7.0,2.0
44ac91a50e5a9969f182e43f690073d9,Chrome 78.0.3904.108 (Mobile),K,1955.0,4.0,2.0,5.0,8.0,2.0
5894b192c135080bc7ce44b763e10ac0,Chrome 78.0.3904.108 (Desktop),M,1963.0,3.0,1.0,3.0,8.0,3.0
e8caaa72df4553208c2268c98fb9289d,Chrome 78.0.3904.108 (Desktop),M,1965.0,4.0,2.0,5.0,6.0,3.0
fedb9ba04bee0d57b183f7688adcccac,Chrome 78.0.3904.108 (Mobile),K,1990.0,4.0,2.0,5.0,7.0,2.0
de76166b98ee67644188ee04237edd85,Chrome 80.0.3987.100 (Desktop),M,1974.0,4.0,1.0,1.0,4.0,5.0
c282bf8672412e834a91d3af7625758c,Chrome 80.0.3987.99 (Mobile),K,1993.0,1.0,2.0,1.0,7.0,6.0
e5064a23a9e58d2f51f9212f943d95bd,Opera 65.0.3467.62 (Desktop),M,1984.0,3.0,2.0,1.0,3.0,2.0
834db12dc9dd472731bf7d3d4456b498,Chrome 79.0.3945.79 (Desktop),M,1987.0,4.0,2.0,3.0,6.0,2.0
6a18fcbe057ed7b576781ad1edccc179,Edge 18.18362 (Desktop),M,1955.0,2.0,2.0,3.0,6.0,2.0
445833e88baa5893e7d95ea43b75f72f,Chrome 78.0.3904.108 (Mobile),M,1984.0,4.0,2.0,4.0,6.0,4.0
669b6fe1dd859eaed16e1b363251e79a,Firefox 69.0 (Desktop),K,1980.0,4.0,6.0,1.0,7.0,4.0
2d5ac4fc737982ebf567ca615d45b6b5,Chrome 79.0.3945.79 (Desktop),M,1993.0,3.0,2.0,4.0,7.0,3.0
b3dc6b92aa2b42c50b4da6ee72337f80,Chrome 80.0.3987.87 (Desktop),M,1961.0,3.0,4.0,2.0,3.0,2.0
4efbce199b1c42e22e38f414313bc6a8,Firefox 71.0 (Desktop),K,1900.0,4.0,2.0,4.0,10.0,2.0
c54d4066d1358ef4ec3eacb907e2f050,Firefox 71.0 (Desktop),K,1975.0,2.0,2.0,2.0,8.0,4.0
b8954424d3ea59617b2203e165dc57d2,Chrome 79.0.3945.130 (Desktop),M,1968.0,3.0,2.0,3.0,8.0,2.0
73f7b17baf72121bed2a9a51fce09f60,Firefox 72.0 (Desktop),K,2000.0,3.0,3.0,1.0,5.0,3.0
5f75ab833073e2ed25e8db001aade8bf,Chrome 78.0.3904.108 (Desktop),M,2002.0,3.0,3.0,3.0,7.0,2.0
ada8806ef66938276a955f9eaba5b4fa,Chrome 78.0.3904.108 (Desktop),M,1975.0,4.0,1.0,4.0,6.0,3.0
9053d4d56dbc8d9d1b97f27a70e60598,Chrome 65.0.3325.181 (Desktop),K,1990.0,4.0,5.0,1.0,8.0,4.0
066036c8005fee055af83699e6d4d6e3,Chrome 78.0.3904.108 (Desktop),M,1971.0,4.0,1.0,3.0,6.0,3.0
2c6b1c2c29eaf51ae153c88315864b99,Firefox 71.0 (Desktop),M,1978.0,3.0,2.0,2.0,7.0,5.0
caef75e9cbc9ef287072f90f71aedb36,Chrome 78.0.3904.108 (Desktop),M,1995.0,3.0,2.0,3.0,6.0,4.0
aa63fd8b96b9caaf3c003209c222a767,Firefox 52.0 (Desktop),K,1980.0,3.0,7.0,1.0,6.0,3.0
4710ea716d012a0f8a87b5555d8b391c,Chrome 79.0.3945.88 (Desktop),M,1991.0,4.0,2.0,3.0,6.0,3.0
9de5f469adece261ddaff301ef4d2a77,Chrome 75.0.3770.89 (Mobile),K,1986.0,4.0,2.0,1.0,10.0,4.0
3e890902da77e4043d2a00136081954f,Chrome 78.0.3904.108 (Mobile),M,1994.0,3.0,3.0,3.0,4.0,4.0
e499e8706933766158909e870ff17ba2,Chrome 79.0.3945.79 (Mobile),K,2000.0,3.0,3.0,4.0,7.0,3.0
8be17965165925c51492a2eb54c11d57,Chrome 79.0.3945.88 (Desktop),K,2004.0,1.0,3.0,5.0,5.0,3.0
c3ae6e84295485ce2485b9664fff8eb1,Chrome 78.0.3904.108 (Desktop),M,1994.0,2.0,2.0,1.0,8.0,5.0
55d5a943de023171a20c8456cce0fc96,Chrome 77.0.3865.90 (Desktop),K,1974.0,4.0,2.0,3.0,8.0,3.0
0dad31fec4402067fd4e69eafdc072a6,Chrome 78.0.3904.108 (Mobile),M,1980.0,3.0,2.0,4.0,7.0,3.0
f784769ded6aa624ca17673e1cba6cf5,Firefox 60.0 (Desktop),M,1971.0,4.0,1.0,3.0,4.0,1.0
e0860fe227304f4954c7d0a9debbbc9d,Chrome 71.0.3578.99 (Mobile),K,1995.0,3.0,3.0,1.0,6.0,2.0
12ab1ed78950458f6a647c8cfe2ea91a,Chrome 78.0.3904.108 (Mobile),K,1962.0,3.0,4.0,3.0,8.0,5.0
0a92dac104fbb6eb931630b7bed76792,Firefox 71.0 (Desktop),K,1961.0,4.0,2.0,5.0,6.0,1.0
fd97de23f06d87cc9ad048c74878b6d9,Safari 604.1 (Tablet),K,1970.0,3.0,6.0,3.0,2.0,2.0
af2d294c33c156627a137440c714224d,Chrome 78.0.3904.97 (Desktop),K,1989.0,5.0,2.0,3.0,9.0,4.0
27df3883860ac37241fe1d6d3318c6ff,Chrome 77.0.3865.73 (Mobile),M,1979.0,3.0,2.0,3.0,7.0,2.0
822ba1daeda07519996478b14ff463dc,Chrome 80.0.3987.87 (Mobile),M,1985.0,2.0,2.0,3.0,8.0,2.0
48894d6136e6ea6c6d1df746cbd4d29b,Chrome 78.0.3904.108 (Desktop),M,1955.0,3.0,4.0,3.0,9.0,2.0
09edb26fcb460c4f96468aa31dc0dd06,Safari 604.1 (Mobile),K,1982.0,4.0,2.0,3.0,7.0,4.0
bcc21abcac52df4f5b4db5565c9f95f1,Chrome 79.0.3945.130 (Desktop),M,1969.0,2.0,2.0,4.0,2.0,1.0
dfca24b923611f423568792e6d9cf4f2,Chrome 78.0.3904.96 (Mobile),K,2000.0,1.0,5.0,1.0,4.0,5.0
c6da7fb9f152ce8a7a60d31bca8a6e29,Firefox 69.0 (Desktop),M,1952.0,5.0,4.0,5.0,7.0,2.0
2ac8ed570902b090ceb08a80cc41b3ec,Chrome 78.0.3904.108 (Mobile),K,1989.0,4.0,2.0,3.0,8.0,3.0
a027676cfd37ecacc97f0097f42db463,Firefox 72.0 (Desktop),M,1979.0,3.0,2.0,3.0,4.0,4.0
7598a2a6968ff3743b3d89c16517ca72,Chrome 78.0.3904.108 (Desktop),M,1982.0,4.0,2.0,5.0,6.0,3.0
3652c495d05a4422ee100c4a5b4a2e79,Chrome 78.0.3904.108 (Mobile),K,1998.0,3.0,3.0,3.0,7.0,4.0
d1cd4321c336481012c706b7eb5217d6,Chrome 79.0.3945.93 (Mobile),K,1963.0,4.0,2.0,3.0,5.0,5.0
9fd04b9f4be32d1fa3e277ef579de0dd,Chrome 79.0.3945.88 (Desktop),M,1953.0,3.0,4.0,3.0,6.0,2.0
119792fddf8447a34c60ceecd833b759,Chrome 78.0.3904.108 (Mobile),K,1996.0,4.0,2.0,2.0,7.0,6.0
a3161b6186ef2cd5480dc4997a86d0f4,Opera 65.0.3467.56 (Desktop),K,1995.0,4.0,2.0,4.0,5.0,3.0
a35d9e5d106accee4a1931fbb7c3974c,Firefox 70.0 (Desktop),K,1963.0,4.0,2.0,4.0,7.0,1.0
00958ba9f97f2526cc82d38f22d3c560,Chrome 79.0.3945.79 (Desktop),M,1969.0,3.0,4.0,1.0,7.0,3.0
00e33b78167c8685d643895b637bd462,Chrome 77.0.3865.90 (Desktop),M,1974.0,4.0,2.0,5.0,6.0,2.0
ba10d47bbe422766dd19f5619dff6277,Chrome 78.0.3904.108 (Desktop),M,1995.0,4.0,2.0,5.0,6.0,1.0
03981739239d6c574478863602da99fc,Chrome 51.0.2704.81 (Mobile),M,1967.0,4.0,2.0,3.0,7.0,5.0
344b1f13c0000f0fc79207640b1398d7,Chrome 80.0.3980.0 (Desktop),M,1988.0,4.0,3.0,5.0,2.0,1.0
5f39193ed7c1d52e80382ee137a15170,Firefox 71.0 (Desktop),M,1967.0,4.0,4.0,1.0,7.0,3.0
4d8462746e9d59affdbd3f6495b9dc70,Firefox 73.0 (Desktop),K,1964.0,3.0,2.0,3.0,7.0,2.0
afe841be2dababac5a440e0c14a9f903,Chrome 78.0.3904.108 (Mobile),K,1981.0,4.0,2.0,,,
ac4d1ee6e066001794e214d99850ba93,Chrome 78.0.3904.108 (Desktop),K,1992.0,4.0,2.0,3.0,8.0,2.0
9d929327a7de73bd59d877e879a91dc5,Firefox 69.0 (Desktop),M,1989.0,3.0,2.0,3.0,4.0,2.0
4dfe8fe862d3e7f0a118e07fca51f30a,Edge 18.18362 (Desktop),K,1990.0,2.0,2.0,3.0,8.0,3.0
2a94f8926fef795dfd8d134155c73cfa,Chrome 79.0.3945.79 (Desktop),K,1953.0,4.0,4.0,5.0,5.0,2.0
7d2c3570747ea580de60655ee3ffd84f,Firefox 72.0 (Desktop),M,2000.0,3.0,2.0,3.0,7.0,3.0
9f6959876643b42fb2a4d0e203fbf0fd,Chrome 78.0.3904.108 (Desktop),M,1970.0,3.0,2.0,4.0,9.0,3.0
b6e312235196b48e49f58d9d6d249de6,Edge 18.18362 (Desktop),M,1976.0,4.0,2.0,3.0,5.0,4.0
e031bd1e26115247ceed39d181178383,Chrome 75.0.3770.143 (Mobile),M,1987.0,4.0,2.0,4.0,7.0,3.0
3d64ccdcbbaab49f6202f049e42f39e9,Firefox 68.0 (Desktop),M,1973.0,3.0,2.0,2.0,7.0,3.0
bc4b575e1feadc5fe62865e2cfb746af,Chrome 78.0.3904.108 (Mobile),K,1985.0,4.0,2.0,5.0,6.0,3.0
83b9d2ab652cd9ddc9f3732ced62dd5d,Chrome 79.0.3945.88 (Desktop),K,1986.0,4.0,7.0,2.0,1.0,4.0
63c9265d10ca3a71f8eae014611430b0,Firefox 71.0 (Desktop),K,1990.0,4.0,2.0,1.0,5.0,4.0
84cce4bf469c955a5fbc00e15f091aca,Chrome 79.0.3945.79 (Desktop),K,1985.0,3.0,5.0,2.0,5.0,5.0
27df3883860ac37241fe1d6d3318c6ff,Chrome 77.0.3865.73 (Mobile),M,1979.0,3.0,2.0,3.0,7.0,2.0
bc63d50c5aad6d46488b43fb980c280e,Chrome 80.0.3987.87 (Desktop),K,1985.0,3.0,2.0,1.0,6.0,4.0
229f32b8816fd1692e43c5d857e3075a,Firefox 69.0 (Desktop),K,1986.0,4.0,2.0,3.0,8.0,2.0
199d428d062b5ed487ba632b3300f590,Chrome 78.0.3904.108 (Desktop),M,1959.0,2.0,4.0,1.0,5.0,2.0
b76746754e463d3d775ab17be3a01a64,Chrome 80.0.3987.99 (Mobile),K,1993.0,4.0,5.0,3.0,8.0,6.0
2ef67812759826405fd7b2e11ca0c8a6,Chrome 71.0.3578.99 (Mobile),K,1991.0,4.0,2.0,3.0,7.0,2.0
0f3cfdd8c6533477dd1038141ec97f8a,Firefox 71.0 (Desktop),M,1981.0,4.0,2.0,5.0,5.0,4.0
df08ad2f879217d9b5924f811b570e87,Chrome 78.0.3904.108 (Desktop),K,1992.0,4.0,2.0,4.0,5.0,2.0
9af42b281f014022288a36c5ed4fee74,Chrome 78.0.3904.108 (Tablet),K,1970.0,4.0,2.0,5.0,8.0,3.0
5d2716bae497ac7c2f604b644c0f6734,Firefox 71.0 (Desktop),K,1995.0,3.0,2.0,3.0,8.0,4.0
3d4ab691b2d8943ebdac30c51e2e4845,Chrome 78.0.3904.108 (Mobile),K,1992.0,4.0,2.0,5.0,8.0,1.0
e6da88fe956db8f91826ea0320e89433,Chrome 75.0.3770.100 (Desktop),M,1992.0,4.0,6.0,1.0,2.0,3.0
529464da9f5f1d7949bd02de3e43d96e,Safari 604.1 (Mobile),M,1997.0,3.0,3.0,1.0,7.0,5.0
7e4edcad88b1526f47f5208026e5a3bd,Chrome 77.0.3865.90 (Desktop),K,1995.0,3.0,6.0,4.0,4.0,5.0
1541c0845385daaaabf8aef7890f0203,Firefox 71.0 (Desktop),K,1974.0,2.0,2.0,5.0,5.0,2.0
edf0e76f677718203baa665df8dc43f5,Chrome 78.0.3904.108 (Mobile),K,2004.0,1.0,3.0,4.0,4.0,4.0
b8be82dfdb7c3e352527d403cc577713,Edge 18.18362 (Desktop),K,1976.0,3.0,2.0,3.0,6.0,4.0
0b91ea21a965abb63f19273a5f53995d,Chrome 79.0.3945.116 (Mobile),K,1981.0,3.0,6.0,1.0,6.0,6.0
277ff2f9c752a2fac1fd1e6001aee96b,Chrome 79.0.3945.130 (Desktop),M,1979.0,3.0,2.0,1.0,6.0,3.0
56ae4e85573931bf193d141266a4061c,Chrome 78.0.3904.108 (Mobile),K,1987.0,3.0,2.0,5.0,6.0,5.0
383951ca6172aa1e41b522173442c417,Chrome 79.0.3945.79 (Mobile),K,1989.0,4.0,6.0,4.0,4.0,4.0
d516fb11256f34be802af7b713d91534,Chrome 71.0.3578.99 (Mobile),K,1985.0,4.0,2.0,3.0,6.0,3.0
80b05f0d7718f61c998c694f8ffc39f6,Chrome 79.0.3945.130 (Desktop),M,1979.0,3.0,6.0,4.0,2.0,4.0
e0c060a0501fe5eb1e85a2575b331f4d,Firefox 69.0 (Desktop),K,1998.0,3.0,3.0,4.0,6.0,4.0
1adf9ada646aa8e8614049ee7e3898ca,Opera 63.0.3368.94 (Desktop),M,1977.0,4.0,2.0,3.0,3.0,3.0
7bd90ce877febb1f7c712a9fb7e7961f,Firefox 71.0 (Desktop),K,1992.0,4.0,2.0,5.0,7.0,2.0
a4ce8e21fecbdbd4e77ef3e2d5f07876,Chrome 66.0.3359.158 (Mobile),K,1963.0,3.0,2.0,1.0,5.0,2.0
a3b75c38d2b2fc1cd2e5a60f3db04eb9,Firefox 71.0 (Desktop),M,1981.0,4.0,2.0,5.0,8.0,1.0
629d7839c70c89513bf536687f3fe95f,Chrome 78.0.3904.108 (Desktop),K,1947.0,2.0,4.0,4.0,7.0,4.0
4436bae0c1172404cec703a659b1aded,Opera 63.0.3368.107 (Desktop),K,1996.0,3.0,6.0,1.0,6.0,6.0
c45672e850e1578e1f0af3c4b3dae126,Firefox 71.0 (Desktop),M,1985.0,3.0,2.0,3.0,4.0,1.0
c8df17a5353d511aa29ab53e04e6f41d,Chrome 78.0.3904.108 (Mobile),K,1987.0,4.0,5.0,2.0,8.0,4.0
a460f8895c20799b6bd69967de0cae1f,Chrome 78.0.3904.108 (Desktop),K,2004.0,1.0,3.0,5.0,8.0,3.0
bbcb794bd5ec6ac90ab32c44c399062e,Chrome 78.0.3904.108 (Mobile),K,1996.0,4.0,2.0,1.0,7.0,5.0
5b08349f57c059090998cf7c9c41d938,Chrome 78.0.3904.108 (Mobile),K,1957.0,3.0,4.0,4.0,5.0,1.0
3b08e8f5182b0823c14a55cd1682a1ec,Firefox 69.0 (Desktop),M,1970.0,4.0,7.0,4.0,2.0,2.0
92448c8661f2d2fe52a437592116639d,Chrome 78.0.3904.108 (Desktop),K,1984.0,3.0,2.0,3.0,8.0,2.0
a941b2ed95a89af07f975e90dabc9810,Edge 18.18363 (Desktop),K,1957.0,3.0,4.0,2.0,5.0,2.0
8c2a83052062f52e94bf2da265f4af0f,Firefox 71.0 (Desktop),M,1961.0,2.0,2.0,1.0,4.0,4.0
3b8128ec47598abedd45be569010cf29,Firefox 71.0 (Desktop),K,1999.0,3.0,6.0,4.0,1.0,2.0
3fdc361b3090fd4ad2d40f3fbd98f1e8,Chrome 79.0.3945.88 (Desktop),K,1992.0,4.0,2.0,2.0,7.0,3.0
699dd7db7db89ff28a482a124fd0107d,Chrome 79.0.3945.136 (Mobile),M,1978.0,3.0,1.0,5.0,6.0,2.0
427980e04a43cacb71c73d045e132571,Chrome 78.0.3904.70 (Desktop),K,1976.0,4.0,2.0,1.0,4.0,5.0
4b51682d4a750c9b880cc4feb749de17,Chrome 75.0.3770.101 (Mobile),K,1996.0,3.0,2.0,3.0,6.0,5.0
